1.002	0.00087209
2.004	0
3.006	0.00043605
4.008	0.0002907
5.01	0
6.012	0
7.014	0.0002907
8.016	0
9.018	0.00014535
10.02	0.0002907
11.022	0.0005814
12.024	0
13.026	0.0005814
14.028	0.00014535
15.03	0.0005814
16.032	0.00014535
17.034	0.00072674
18.036	0.00043605
19.038	0.00087209
20.04	0.00043605
21.042	0.00072674
22.044	0.0010174
23.046	0.00043605
24.048	0.0002907
25.05	0.00087209
26.052	0.00087209
27.054	0.00072674
28.056	0.00087209
29.058	0.00014535
30.06	0.00087209
31.062	0.0007129
32.064	0.00087209
33.066	0.0010036
34.068	0.00087209
35.07	0.0005814
36.072	0.00072674
37.074	0.00014535
38.076	0.0011628
39.078	0.00043605
40.08	0.0011628
41.082	0.0005814
42.084	0.0011628
43.086	0.00043605
44.088	0.00043605
45.09	0.00072674
46.092	0.0005814
47.094	0.00072674
48.096	0.00043605
49.098	0.0005814
50.1	0.00085825
51.102	0.00043605
52.104	0.0012943
53.106	0.00072674
54.108	0.0014396
55.11	0.00072674
56.112	0.0014396
57.114	0.0010174
58.116	0.0014535
59.118	0.0011489
60.12	0.0013081
61.122	0.0005814
62.124	0.0010174
63.126	0.0014674
64.128	0.00043605
65.13	0.00072674
66.132	0.00072674
67.134	0.0005814
68.136	0.00087209
69.138	0.0013081
70.14	0.0005814
71.142	0.0012943
72.144	0.00072674
73.146	0.001585
74.148	0.00043605
75.15	0.0010174
76.152	0.0007129
77.154	0.0002907
78.156	0.00087209
79.158	0.00043605
80.16	0.00087209
81.162	0.00087209
82.164	0.00043605
83.166	0.00043605
84.168	0.00072674
85.17	0.0010174
86.172	0.0005814
87.174	0.0005814
88.176	0.00087209
89.178	0.0005814
90.18	0.00014535
91.182	0.0002907
92.184	0.0005814
93.186	0.00043605
94.188	0.00014535
95.19	0.0011628
96.192	0.0002907
97.194	0.00072674
98.196	0.0010174
99.198	0.0011628
100.2	0.0011628
101.2	0.0005814
102.2	0.00087209
103.21	0.0010174
104.21	0.00087209
105.21	0.00072674
106.21	0.00043605
107.21	0.00043605
108.22	0.00072674
109.22	0.00059533
110.22	0.00043605
111.22	0.00074068
112.22	0.0002907
113.23	0.0010314
114.23	0.00014535
115.23	0.00044998
116.23	0.0010174
117.23	0.0005814
118.24	0.0013081
119.24	0.00072674
120.24	0.00072674
121.24	0.0005814
122.24	0.00043605
123.25	0.00014535
124.25	0
125.25	0.0002907
126.25	0.00014535
127.25	0.00072674
128.26	0.00043605
129.26	0.00043605
130.26	0.0002907
131.26	0.00043605
132.26	0.00043605
133.27	0.0010174
134.27	0.0002907
135.27	0.00087209
136.27	0.00072674
137.27	0.00072674
138.28	0.0005814
139.28	0.00087209
140.28	0.00043605
141.28	0.00072674
142.28	0.0010174
143.29	0.0013081
144.29	0.0002907
145.29	0.00043605
146.29	0.0010174
147.29	0.00072674
148.3	0.0005814
149.3	0.00072674
150.3	0.0010174
151.3	0.020785
152.3	0.11705
153.31	0.16999
154.31	0.14436
155.31	0.1138
156.31	0.081812
157.31	0.067283
158.32	0.057891
159.32	0.05263
160.32	0.041397
161.32	0.046816
162.32	0.030537
163.33	0.037791
164.33	0.024273
165.33	0.030814
166.33	0.01731
167.33	0.016424
168.34	0.019622
169.34	0.0098837
170.34	0.009157
171.34	0.0071221
172.34	0.0039244
173.35	0.0014535
174.35	0.0015988
175.35	0.0013081
176.35	0.00072674
177.35	0.00087209
178.36	0.0002907
179.36	0.0002907
180.36	0.00043605
181.36	0.00014535
182.36	0.00014535
183.37	0
184.37	0
185.37	0.00014535
186.37	0.00014535
187.37	0.00043605
188.38	0.0005814
189.38	0
190.38	0.00014535
191.38	0.0002907
192.38	0.00043605
193.39	0.0002907
194.39	0.00014535
195.39	0
196.39	0.0005814
197.39	0.00014535
198.4	0.0002907
199.4	0.00015929
200.4	0
201.4	0.00087209
202.4	0.00088603
203.41	0.0005814
204.41	0.0005814
205.41	0.0011628
206.41	0.0005814
207.41	0.0011628
208.42	0.0014535
209.42	0.002021
210.42	0.0014535
211.42	0.0014535
212.42	0.0021664
213.43	0.0015988
214.43	0.0021802
215.43	0.0021802
216.43	0.0026302
217.43	0.0039384
218.44	0.003357
219.44	0.0020349
220.44	0.0029349
221.44	0.0024849
222.44	0.0027756
223.45	0.0044023
224.45	0.0029488
225.45	0.0047627
226.45	0.0029071
227.45	0.003122
228.46	0.0050256
229.46	0.0041255
230.46	0.0043546
231.46	0.0044302
232.46	0.0029627
233.47	0.0028035
234.47	0.0036138
235.47	0.0033988
236.47	0.0037452
237.47	0.002672
238.48	0.0033988
239.48	0.0034406
240.48	0.0026581
241.48	0.004472
242.48	0.0020767
243.49	0.0025546
244.49	0.0029488
245.49	0.0029906
246.49	0.0035581
247.49	0.0030941
248.5	0.0038906
249.5	0.0039941
250.5	0.002222
251.5	0.0038488
252.51	0.0036616
253.51	0.0022499
254.51	0.0032534
255.51	0.0032116
256.51	0.0033848
257.52	0.0041116
258.52	0.0039244
259.52	0.0026581
260.52	0.003793
261.52	0.0043883
262.53	0.0024849
263.53	0.0036755
264.53	0.0017442
265.53	0.0033709
266.53	0.003793
267.54	0.0020628
268.54	0.0024709
269.54	0.002907
270.54	0.003357
271.54	0.0020349
272.55	0.0027756
273.55	0.0039384
274.55	0.0027616
275.55	0.0034884
276.55	0.0027756
277.56	0.0027616
278.56	0.0035023
279.56	0.002907
280.56	0.0042291
281.56	0.0036477
282.57	0.0030523
283.57	0.0035023
284.57	0.0045058
285.57	0.0023395
286.57	0.0036337
287.58	0.0030523
288.58	0.0024538
289.58	0.0032116
290.58	0.0035023
291.58	0.002146
292.59	0.0027756
293.59	0.0023364
294.59	0.0038069
295.59	0.0038069
296.59	0.0030663
297.6	0.004679
298.6	0.0039073
299.6	0.0036477
300.6	0.0046619
301.6	0.003343
302.61	0.0040976
303.61	0.0026163
304.61	0.0039384
305.61	0.0037931
306.61	0.0039384
307.62	0.0030802
308.62	0.0036477
309.62	0.0037791
310.62	0.0029209
311.62	0.0026163
312.63	0.0037791
313.63	0.0020349
314.63	0.0037791
315.63	0.0024709
316.63	0.0042151
317.64	0.003343
318.64	0.0030663
319.64	0.0024709
320.64	0.0032255
321.64	0.0021802
322.65	0.0033399
323.65	0.0027616
324.65	0.0040666
325.65	0.0015988
326.65	0.0034713
327.66	0.0020488
328.66	0.0034542
329.66	0.0035023
330.66	0.0030352
331.66	0.0037791
332.67	0.0034713
333.67	0.0049248
334.67	0.0033259
335.67	0.0037791
336.67	0.0044887
337.68	0.003793
338.68	0.0042151
339.68	0.003762
340.68	0.0042151
341.68	0.0044887
342.69	0.0050872
343.69	0.0027616
344.69	0.002907
345.69	0.0023256
346.69	0.0037791
347.7	0.0030523
348.7	0.0042151
349.7	0.0043605
350.7	0.0034884
351.7	0.003343
352.71	0.0038902
353.71	0.0040698
354.71	0.0027274
355.71	0.0054891
356.71	0.021229
357.72	0.045821
358.72	0.080649
359.72	0.10622
360.72	0.12679
361.72	0.10902
362.73	0.089727
363.73	0.082002
364.73	0.058863
365.73	0.055389
366.73	0.038822
367.74	0.036365
368.74	0.028793
369.74	0.027672
370.74	0.021249
371.74	0.020522
372.75	0.016452
373.75	0.014577
